UUID,Council Code,Council Name,Data Type,Data Source,Age Band,Finance Type,Comparative totals,Value
8511202,708,Lambeth,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,2597.11
8511301,708,Lambeth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,8629.73
8511302,708,Lambeth,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,0
8511401,708,Lambeth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,5540.6
8511402,708,Lambeth,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,173.37
8511502,708,Lambeth,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,599.25
8511601,708,Lambeth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,4275.49
8511602,708,Lambeth,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,94.36
8511701,708,Lambeth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,24589.01
8511702,708,Lambeth,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,4116.47
8512101,708,Lambeth,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,5688.72
8512102,708,Lambeth,Mandatory,Bridging Year,-,Income,Other Expenditure,110.61
8513203,708,Lambeth,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,708,Lambeth,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,399.4
8326110,709,Lewisham,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,1888.698
8328110,709,Lewisham,Voluntay,Additional Data,-,Income,Income from Better Care Fund,11527
8510101,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,7946.169
8510102,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,2988.227
8510201,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,19714.252
8510202,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,6352.834
8510301,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,11421.497
8510302,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,1154.762
8510401,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,11143.073
8510402,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,5213.959
8510502,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,2582.262
8510601,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,1814.805
8510602,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,0
8510701,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,1640.345
8510702,709,Lewisham,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,93.413
8511101,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,6094.343
8511102,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,2383.907
8511201,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,18761.676
8511202,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,1559.104
8511301,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,4439.523
8511302,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,261.242
8511401,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,8400.933
8511402,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,1222.949
8511502,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,344.241
8511601,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,3674.72
8511602,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,0
8511701,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,10446.631
8511702,709,Lewisham,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,602.312
8512101,709,Lewisham,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,1365.161
8512102,709,Lewisham,Mandatory,Bridging Year,-,Income,Other Expenditure,390.527
8513203,709,Lewisham,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,709,Lewisham,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,1888.698
8326110,710,Southwark,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,0
8328110,710,Southwark,Voluntay,Additional Data,-,Income,Income from Better Care Fund,
8510101,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,8916.135
8510102,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,2668.323
8510201,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,17885.903
8510202,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,5934.451
8510301,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,12118.582
8510302,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,0.4
8510401,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,1410.858
8510402,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,946.731
8510502,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,0
8510601,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2730.945
8510602,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,0
8510701,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,4179.833
8510702,710,Southwark,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,1417.846
8511101,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,3862.12077
8511102,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,815.9
8511201,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,21961.95
8511202,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,1448.176
8511301,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,5408.196
8511302,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,234.065
8511401,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,2999.813
8511402,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,346.455
8511502,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,0
8511601,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,7868.255
8511602,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,153.777
8511701,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,15582.857
8511702,710,Southwark,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,63.347
8512101,710,Southwark,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,7776.11623
8512102,710,Southwark,Mandatory,Bridging Year,-,Income,Other Expenditure,1971.75853
8513203,710,Southwark,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,710,Southwark,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,0
8326110,711,Tower Hamlets,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,197
8328110,711,Tower Hamlets,Voluntay,Additional Data,-,Income,Income from Better Care Fund,6299
8510101,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,7885
8510102,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,2512.825623
8510201,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,10775
8510202,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,2514
8510301,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,11845
8510302,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,1777
8510401,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,3022
8510402,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,211
8510502,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,0
8510601,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2701
8510602,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,101
8510701,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,4173
8510702,711,Tower Hamlets,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,413
8511101,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,8999
8511102,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,3391.174377
8511201,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,16506
8511202,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,814
8511301,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,7478
8511302,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,1089
8511401,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,9349
8511402,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,10
8511502,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,0
8511601,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,6071
8511602,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,123
8511701,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,11456
8511702,711,Tower Hamlets,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,1883
8512101,711,Tower Hamlets,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,8887
8512102,711,Tower Hamlets,Mandatory,Bridging Year,-,Income,Other Expenditure,1556
8513203,711,Tower Hamlets,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,711,Tower Hamlets,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,197
8326110,712,Wandsworth,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,221
8328110,712,Wandsworth,Voluntay,Additional Data,-,Income,Income from Better Care Fund,6730
8510101,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,10361
8510102,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,2841
8510201,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,19209
8510202,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,7850
8510301,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,7693
8510302,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,686
8510401,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,3671
8510402,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,1035
8510502,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,1370
8510601,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,1812
8510602,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,137
8510701,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,1863
8510702,712,Wandsworth,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,161
8511101,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,7741
8511102,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,556
8511201,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,23517
8511202,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,4593
8511301,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,1783
8511302,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,686
8511401,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,9755
8511402,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,1047
8511502,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,620
8511601,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,5397
8511602,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,871
8511701,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,11837
8511702,712,Wandsworth,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,1423
8512101,712,Wandsworth,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,5675
8512102,712,Wandsworth,Mandatory,Bridging Year,-,Income,Other Expenditure,1940
8513203,712,Wandsworth,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,319
8513303,712,Wandsworth,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,221
8326110,713,Westminster,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,1644.854
8328110,713,Westminster,Voluntay,Additional Data,-,Income,Income from Better Care Fund,
8510101,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,19332.09
8510102,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,5990.799
8510201,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,23045.469
8510202,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,9525.619
8510301,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,13991.54
8510302,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,2571.329
8510401,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,5616.616
8510402,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,1170.764
8510502,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,1760.37386
8510601,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,5474.791
8510602,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,0
8510701,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,9096.99
8510702,713,Westminster,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,1980.944
8511101,713,Westminster,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,6471.553
8511102,713,Westminster,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,2005.462
8511201,713,Westminster,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,8171.838
8511202,713,Westminster,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,3645.973
8511301,713,Westminster,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,4683.767
8511302,713,Westminster,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,860.771
