UUID,Council Code,Council Name,Care Type,Activity Provision,Age Bands,Primary support reason,Long Term Support Setting,Short Term Purpose,Data Type,Value,Notes
8634602,411,Walsall,Long term,External,Age 85 and over,Physical support,Nursing,-,Voluntary,,
8634702,411,Walsall,Long term,External,Age 85 and over,Sensory support,Nursing,-,Voluntary,,
8634802,411,Walsall,Long term,External,Age 85 and over,Support with memory and cognition,Nursing,-,Voluntary,,
8634902,411,Walsall,Long term,External,Age 85 and over,Learning disability support,Nursing,-,Voluntary,,
8635002,411,Walsall,Long term,External,Age 85 and over,Mental health support,Nursing,-,Voluntary,,
8610101,412,Wolverhampton,Long term,In house,Age 18 to 64,Physical support,Residential,-,Mandatory,26,
8610102,412,Wolverhampton,Long term,External,Age 18 to 64,Physical support,Residential,-,Mandatory,1329,
8610201,412,Wolverhampton,Long term,In house,Age 18 to 64,Sensory support,Residential,-,Mandatory,0,
8610202,412,Wolverhampton,Long term,External,Age 18 to 64,Sensory support,Residential,-,Mandatory,52,
8610301,412,Wolverhampton,Long term,In house,Age 18 to 64,Support with memory and cognition,Residential,-,Mandatory,0,
8610302,412,Wolverhampton,Long term,External,Age 18 to 64,Support with memory and cognition,Residential,-,Mandatory,209,
8610401,412,Wolverhampton,Long term,In house,Age 18 to 64,Learning disability support,Residential,-,Mandatory,1224,
8610402,412,Wolverhampton,Long term,External,Age 18 to 64,Learning disability support,Residential,-,Mandatory,4512,
8610501,412,Wolverhampton,Long term,In house,Age 18 to 64,Mental health support,Residential,-,Mandatory,25,
8610502,412,Wolverhampton,Long term,External,Age 18 to 64,Mental health support,Residential,-,Mandatory,2626,
8610601,412,Wolverhampton,Long term,In house,Age 65 and over,Physical support,Residential,-,Mandatory,197,
8610602,412,Wolverhampton,Long term,External,Age 65 and over,Physical support,Residential,-,Mandatory,11176,
8610701,412,Wolverhampton,Long term,In house,Age 65 and over,Sensory support,Residential,-,Mandatory,0,
8610702,412,Wolverhampton,Long term,External,Age 65 and over,Sensory support,Residential,-,Mandatory,161,
8610801,412,Wolverhampton,Long term,In house,Age 65 and over,Support with memory and cognition,Residential,-,Mandatory,75,
8610802,412,Wolverhampton,Long term,External,Age 65 and over,Support with memory and cognition,Residential,-,Mandatory,15287,
8610901,412,Wolverhampton,Long term,In house,Age 65 and over,Learning disability support,Residential,-,Mandatory,109,
8610902,412,Wolverhampton,Long term,External,Age 65 and over,Learning disability support,Residential,-,Mandatory,1158,
8611001,412,Wolverhampton,Long term,In house,Age 65 and over,Mental health support,Residential,-,Mandatory,111,
8611002,412,Wolverhampton,Long term,External,Age 65 and over,Mental health support,Residential,-,Mandatory,3493,
8611102,412,Wolverhampton,Long term,External,Age 18 to 64,Physical support,Nursing,-,Mandatory,1159,
8611202,412,Wolverhampton,Long term,External,Age 18 to 64,Sensory support,Nursing,-,Mandatory,0,
8611302,412,Wolverhampton,Long term,External,Age 18 to 64,Support with memory and cognition,Nursing,-,Mandatory,282,
8611402,412,Wolverhampton,Long term,External,Age 18 to 64,Learning disability support,Nursing,-,Mandatory,441,
8611502,412,Wolverhampton,Long term,External,Age 18 to 64,Mental health support,Nursing,-,Mandatory,2148,
8611602,412,Wolverhampton,Long term,External,Age 65 and over,Physical support,Nursing,-,Mandatory,8968,
8611702,412,Wolverhampton,Long term,External,Age 65 and over,Sensory support,Nursing,-,Mandatory,129,
8611802,412,Wolverhampton,Long term,External,Age 65 and over,Support with memory and cognition,Nursing,-,Mandatory,3782,
8611902,412,Wolverhampton,Long term,External,Age 65 and over,Learning disability support,Nursing,-,Mandatory,377,
8612002,412,Wolverhampton,Long term,External,Age 65 and over,Mental health support,Nursing,-,Mandatory,2179,
8622101,412,Wolverhampton,Short term,In house,Age 18 to 64,Physical support,-,To maximise independence,Mandatory,17,
8622102,412,Wolverhampton,Short term,External,Age 18 to 64,Physical support,-,To maximise independence,Mandatory,0,
8622201,412,Wolverhampton,Short term,In house,Age 18 to 64,Sensory support,-,To maximise independence,Mandatory,0,
8622202,412,Wolverhampton,Short term,External,Age 18 to 64,Sensory support,-,To maximise independence,Mandatory,0,
8622301,412,Wolverhampton,Short term,In house,Age 18 to 64,Support with memory and cognition,-,To maximise independence,Mandatory,0,
8622302,412,Wolverhampton,Short term,External,Age 18 to 64,Support with memory and cognition,-,To maximise independence,Mandatory,0,
8622401,412,Wolverhampton,Short term,In house,Age 18 to 64,Learning disability support,-,To maximise independence,Mandatory,0,
8622402,412,Wolverhampton,Short term,External,Age 18 to 64,Learning disability support,-,To maximise independence,Mandatory,0,
8622501,412,Wolverhampton,Short term,In house,Age 18 to 64,Mental health support,-,To maximise independence,Mandatory,149,
8622502,412,Wolverhampton,Short term,External,Age 18 to 64,Mental health support,-,To maximise independence,Mandatory,52,
8622601,412,Wolverhampton,Short term,In house,Age 65 and over,Physical support,-,To maximise independence,Mandatory,3761,
8622602,412,Wolverhampton,Short term,External,Age 65 and over,Physical support,-,To maximise independence,Mandatory,2,
8622701,412,Wolverhampton,Short term,In house,Age 65 and over,Sensory support,-,To maximise independence,Mandatory,40,
8622702,412,Wolverhampton,Short term,External,Age 65 and over,Sensory support,-,To maximise independence,Mandatory,0,
8622801,412,Wolverhampton,Short term,In house,Age 65 and over,Support with memory and cognition,-,To maximise independence,Mandatory,40,
8622802,412,Wolverhampton,Short term,External,Age 65 and over,Support with memory and cognition,-,To maximise independence,Mandatory,0,
8622901,412,Wolverhampton,Short term,In house,Age 65 and over,Learning disability support,-,To maximise independence,Mandatory,5,
8622902,412,Wolverhampton,Short term,External,Age 65 and over,Learning disability support,-,To maximise independence,Mandatory,0,
8623001,412,Wolverhampton,Short term,In house,Age 65 and over,Mental health support,-,To maximise independence,Mandatory,169,
8623002,412,Wolverhampton,Short term,External,Age 65 and over,Mental health support,-,To maximise independence,Mandatory,0,
8623101,412,Wolverhampton,Short term,In house,Age 65 to 74,Physical support,-,To maximise independence,Voluntary,,
8623102,412,Wolverhampton,Short term,External,Age 65 to 74,Physical support,-,To maximise independence,Voluntary,,
8623201,412,Wolverhampton,Short term,In house,Age 65 to 74,Sensory support,-,To maximise independence,Voluntary,,
8623202,412,Wolverhampton,Short term,External,Age 65 to 74,Sensory support,-,To maximise independence,Voluntary,,
8623301,412,Wolverhampton,Short term,In house,Age 65 to 74,Support with memory and cognition,-,To maximise independence,Voluntary,,
8623302,412,Wolverhampton,Short term,External,Age 65 to 74,Support with memory and cognition,-,To maximise independence,Voluntary,,
8623401,412,Wolverhampton,Short term,In house,Age 65 to 74,Learning disability support,-,To maximise independence,Voluntary,,
8623402,412,Wolverhampton,Short term,External,Age 65 to 74,Learning disability support,-,To maximise independence,Voluntary,,
8623501,412,Wolverhampton,Short term,In house,Age 65 to 74,Mental health support,-,To maximise independence,Voluntary,,
8623502,412,Wolverhampton,Short term,External,Age 65 to 74,Mental health support,-,To maximise independence,Voluntary,,
8623601,412,Wolverhampton,Short term,In house,Age 75 to 84,Physical support,-,To maximise independence,Voluntary,,
8623602,412,Wolverhampton,Short term,External,Age 75 to 84,Physical support,-,To maximise independence,Voluntary,,
8623701,412,Wolverhampton,Short term,In house,Age 75 to 84,Sensory support,-,To maximise independence,Voluntary,,
8623702,412,Wolverhampton,Short term,External,Age 75 to 84,Sensory support,-,To maximise independence,Voluntary,,
8623801,412,Wolverhampton,Short term,In house,Age 75 to 84,Support with memory and cognition,-,To maximise independence,Voluntary,,
8623802,412,Wolverhampton,Short term,External,Age 75 to 84,Support with memory and cognition,-,To maximise independence,Voluntary,,
8623901,412,Wolverhampton,Short term,In house,Age 75 to 84,Learning disability support,-,To maximise independence,Voluntary,,
8623902,412,Wolverhampton,Short term,External,Age 75 to 84,Learning disability support,-,To maximise independence,Voluntary,,
8624001,412,Wolverhampton,Short term,In house,Age 75 to 84,Mental health support,-,To maximise independence,Voluntary,,
8624002,412,Wolverhampton,Short term,External,Age 75 to 84,Mental health support,-,To maximise independence,Voluntary,,
8624101,412,Wolverhampton,Short term,In house,Age 85 and over,Physical support,-,To maximise independence,Voluntary,,
8624102,412,Wolverhampton,Short term,External,Age 85 and over,Physical support,-,To maximise independence,Voluntary,,
8624201,412,Wolverhampton,Short term,In house,Age 85 and over,Sensory support,-,To maximise independence,Voluntary,,
8624202,412,Wolverhampton,Short term,External,Age 85 and over,Sensory support,-,To maximise independence,Voluntary,,
8624301,412,Wolverhampton,Short term,In house,Age 85 and over,Support with memory and cognition,-,To maximise independence,Voluntary,,
8624302,412,Wolverhampton,Short term,External,Age 85 and over,Support with memory and cognition,-,To maximise independence,Voluntary,,
8624401,412,Wolverhampton,Short term,In house,Age 85 and over,Learning disability support,-,To maximise independence,Voluntary,,
8624402,412,Wolverhampton,Short term,External,Age 85 and over,Learning disability support,-,To maximise independence,Voluntary,,
8624501,412,Wolverhampton,Short term,In house,Age 85 and over,Mental health support,-,To maximise independence,Voluntary,,
8624502,412,Wolverhampton,Short term,External,Age 85 and over,Mental health support,-,To maximise independence,Voluntary,,
8632101,412,Wolverhampton,Long term,In house,Age 65 to 74,Physical support,Residential,-,Voluntary,,
8632102,412,Wolverhampton,Long term,External,Age 65 to 74,Physical support,Residential,-,Voluntary,,
8632201,412,Wolverhampton,Long term,In house,Age 65 to 74,Sensory support,Residential,-,Voluntary,,
8632202,412,Wolverhampton,Long term,External,Age 65 to 74,Sensory support,Residential,-,Voluntary,,
8632301,412,Wolverhampton,Long term,In house,Age 65 to 74,Support with memory and cognition,Residential,-,Voluntary,,
8632302,412,Wolverhampton,Long term,External,Age 65 to 74,Support with memory and cognition,Residential,-,Voluntary,,
8632401,412,Wolverhampton,Long term,In house,Age 65 to 74,Learning disability support,Residential,-,Voluntary,,
8632402,412,Wolverhampton,Long term,External,Age 65 to 74,Learning disability support,Residential,-,Voluntary,,
8632501,412,Wolverhampton,Long term,In house,Age 65 to 74,Mental health support,Residential,-,Voluntary,,
8632502,412,Wolverhampton,Long term,External,Age 65 to 74,Mental health support,Residential,-,Voluntary,,
8632601,412,Wolverhampton,Long term,In house,Age 75 to 84,Physical support,Residential,-,Voluntary,,
8632602,412,Wolverhampton,Long term,External,Age 75 to 84,Physical support,Residential,-,Voluntary,,
8632701,412,Wolverhampton,Long term,In house,Age 75 to 84,Sensory support,Residential,-,Voluntary,,
8632702,412,Wolverhampton,Long term,External,Age 75 to 84,Sensory support,Residential,-,Voluntary,,
8632801,412,Wolverhampton,Long term,In house,Age 75 to 84,Support with memory and cognition,Residential,-,Voluntary,,
8632802,412,Wolverhampton,Long term,External,Age 75 to 84,Support with memory and cognition,Residential,-,Voluntary,,
8632901,412,Wolverhampton,Long term,In house,Age 75 to 84,Learning disability support,Residential,-,Voluntary,,
8632902,412,Wolverhampton,Long term,External,Age 75 to 84,Learning disability support,Residential,-,Voluntary,,
8633001,412,Wolverhampton,Long term,In house,Age 75 to 84,Mental health support,Residential,-,Voluntary,,
8633002,412,Wolverhampton,Long term,External,Age 75 to 84,Mental health support,Residential,-,Voluntary,,
8633101,412,Wolverhampton,Long term,In house,Age 85 and over,Physical support,Residential,-,Voluntary,,
8633102,412,Wolverhampton,Long term,External,Age 85 and over,Physical support,Residential,-,Voluntary,,
8633201,412,Wolverhampton,Long term,In house,Age 85 and over,Sensory support,Residential,-,Voluntary,,
8633202,412,Wolverhampton,Long term,External,Age 85 and over,Sensory support,Residential,-,Voluntary,,
8633301,412,Wolverhampton,Long term,In house,Age 85 and over,Support with memory and cognition,Residential,-,Voluntary,,
8633302,412,Wolverhampton,Long term,External,Age 85 and over,Support with memory and cognition,Residential,-,Voluntary,,
8633401,412,Wolverhampton,Long term,In house,Age 85 and over,Learning disability support,Residential,-,Voluntary,,
8633402,412,Wolverhampton,Long term,External,Age 85 and over,Learning disability support,Residential,-,Voluntary,,
8633501,412,Wolverhampton,Long term,In house,Age 85 and over,Mental health support,Residential,-,Voluntary,,
8633502,412,Wolverhampton,Long term,External,Age 85 and over,Mental health support,Residential,-,Voluntary,,
8633602,412,Wolverhampton,Long term,External,Age 65 to 74,Physical support,Nursing,-,Voluntary,,
8633702,412,Wolverhampton,Long term,External,Age 65 to 74,Sensory support,Nursing,-,Voluntary,,
8633802,412,Wolverhampton,Long term,External,Age 65 to 74,Support with memory and cognition,Nursing,-,Voluntary,,
8633902,412,Wolverhampton,Long term,External,Age 65 to 74,Learning disability support,Nursing,-,Voluntary,,
8634002,412,Wolverhampton,Long term,External,Age 65 to 74,Mental health support,Nursing,-,Voluntary,,
8634102,412,Wolverhampton,Long term,External,Age 75 to 84,Physical support,Nursing,-,Voluntary,,
8634202,412,Wolverhampton,Long term,External,Age 75 to 84,Sensory support,Nursing,-,Voluntary,,
8634302,412,Wolverhampton,Long term,External,Age 75 to 84,Support with memory and cognition,Nursing,-,Voluntary,,
8634402,412,Wolverhampton,Long term,External,Age 75 to 84,Learning disability support,Nursing,-,Voluntary,,
