UUID,LABEL,CASSR_CODE,CASSR_NAME,Time_Period_Desc,Indicator_Desc,Characteristic_Parent,Characteristic_Child,AGE_CATEGORY,Value
92201,2015/2016,622,Thurrock UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,1006677
92202,2015/2016,622,Thurrock UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,622,Thurrock UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92212,2015/2016,622,Thurrock UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,622,Thurrock UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92222,2015/2016,622,Thurrock UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,622,Thurrock UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,622,Thurrock UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,622,Thurrock UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,1006677
92251,2014/2015,622,Thurrock UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,235220.2
92261,2014/2015,622,Thurrock UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,345512.61
92271,2014/2015,622,Thurrock UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,622,Thurrock UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,622,Thurrock UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,622,Thurrock UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,622,Thurrock UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,622,Thurrock UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,622,Thurrock UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,622,Thurrock UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,622,Thurrock UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,624,Peterborough UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,624,Peterborough UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,624,Peterborough UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,624,Peterborough UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,624,Peterborough UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,624,Peterborough UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,624,Peterborough UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,624,Peterborough UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,624,Peterborough UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,624,Peterborough UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,624,Peterborough UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,624,Peterborough UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,624,Peterborough UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,536909
92202,2015/2016,624,Peterborough UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,624,Peterborough UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,195333
92212,2015/2016,624,Peterborough UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,624,Peterborough UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92222,2015/2016,624,Peterborough UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,624,Peterborough UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,624,Peterborough UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,624,Peterborough UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,356470
92251,2014/2015,624,Peterborough UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,167734
92261,2014/2015,624,Peterborough UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,105019
92271,2014/2015,624,Peterborough UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,624,Peterborough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,624,Peterborough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,624,Peterborough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,624,Peterborough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,624,Peterborough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,624,Peterborough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
96213,2015/2016,624,Peterborough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 65 and over,*
96222,2015/2016,624,Peterborough UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 65 and over,*
92101,2015/2016,625,Bedford UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92102,2015/2016,625,Bedford UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92111,2015/2016,625,Bedford UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92112,2015/2016,625,Bedford UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92121,2015/2016,625,Bedford UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92122,2015/2016,625,Bedford UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92131,2015/2016,625,Bedford UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92132,2015/2016,625,Bedford UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 18-64,*
92141,2014/2015,625,Bedford UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92151,2014/2015,625,Bedford UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92161,2014/2015,625,Bedford UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92171,2014/2015,625,Bedford UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 18-64,*
92201,2015/2016,625,Bedford UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92202,2015/2016,625,Bedford UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92211,2015/2016,625,Bedford UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92212,2015/2016,625,Bedford UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92221,2015/2016,625,Bedford UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92222,2015/2016,625,Bedford UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92231,2015/2016,625,Bedford UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92232,2015/2016,625,Bedford UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Did Not Meet Statutory Eligibility Criteria,Age 65 and over,*
92241,2014/2015,625,Bedford UA,YearEnd,Total value of outstanding DPAs at 31st March,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92251,2014/2015,625,Bedford UA,FullYear,Total value of DPAs during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92261,2014/2015,625,Bedford UA,FullYear,Total value of DPAs recovered during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
92271,2014/2015,625,Bedford UA,FullYear,Total value of DPAs written off (defaulted) during the year,Eligibility Criteria,Client Met Statutory Eligibility Criteria,Age 65 and over,*
96102,2015/2016,625,Bedford UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 18-64,*
96112,2015/2016,625,Bedford UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 18-64,*
96113,2015/2016,625,Bedford UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (recovered portion)",Age 18-64,*
96122,2015/2016,625,Bedford UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,DPA defaults: LA did not attempt recovery,Age 18-64,*
96202,2015/2016,625,Bedford UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, no value recovered",Age 65 and over,*
96212,2015/2016,625,Bedford UA,FullYear,"DPAs written off in the period,  broken down by primary reason",Primary Reason,"DPA defaults: recovery attempted, partial value recovered (written-off portion)",Age 65 and over,*
