,,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,NW,NE,YH,WM,EM,E,SE,L,SW,Eng
Short term,Age 18 to 64,Physical support,To maximise independence,Numerator,All,213.98,755,81,467.7,440,529,371,143,350,0,99,90.4,17,0,232,390,985,904,270.94,387,494,0,49,393.07,0,248.73,1050,86,278,495,740,60,424,126,19,151,49.05,50,231,71,9,165,143.97,66,106,335.95,295,145,0,119,0,1015.27,213.77,469.7,560,0,58,90,433,780,107,449,328.31,18,251,230,78,252,435,1189,70,265.41,156,204,375.7,429,569.85,330,185,0,190,131.73,90.72,310,109,4.56,2,21.99,107,526,251.69,0,7,130.02,142.49,774,234,658,129,544.05,526.27,763.11,517.22,3,72,2,151.05,0,27,0,20,27.05,186.48,268,101.34,55,82,194.47,172,200,0,247.75,24,107,137,268,58.34,222.48,179,225,0,67.05,348,402,0,489,649,25,67,778,422,546.77,3544,679,0,75,0,190.01,0,3942,209,35.44,4292.95,3343.1,5489.74,4522.05,2926.41,2395.23,4997.83,6763.29,9605.27,44335.88
Short term,Age 18 to 64,Physical support,To maximise independence,Denominator,All,587.87,3259,28.49,948,1291,463.86,590,274,383,0,357.93,177.52,50,0,730,327,2882,1928.28,575.34,810,521,0,141.57,381,0,305.29,1207,197,561,411,6672,726,500,404,1537,568,65,249.1,383.57,465,64.29,872,652,138,413.57,347.2,270,146.16,0,30.03,0,2734.71,455,644.82,982,441.28,461,53,1141.86,198.41,936,376,322,153.43,675.7,436,992,337.51,1754,1325.57,20,574.39,462.86,438,795,597,8163,301,398.28,210,168.14,192.7,172,419.59,310,17,1029.67,245.72,227,515.87,433.33,0,193,482.29,259,507,105.67,309,15,604.86,798,1918,817.84,256,35,13,650,0,685,0,177,342,353,742,215,977,275,373.14,315,154.29,0,316,114,455.75,385,797.71,77.3,615.64,503.8,952,0,68.49,1287.57,162.71,0,607.79,951.57,264,168.86,2147,644.71,1472.5,2106,8008,0,666,0,526.43,0,8988.9,728.14,57.29,16062.79,7822.8,10005.48,8458.23,6578.03,12341.59,9272.8,13447.54,24006.6,107995.86
Short term,Age 18 to 64,Physical support,To maximise independence,Unit costs,All,364,231.67,2843.1,493.35,340.82,1140.43,628.81,521.9,913.84,.,276.59,509.24,340,.,317.81,1192.66,341.78,468.81,470.92,477.78,948.18,.,346.12,1031.68,.,814.73,869.93,436.55,495.54,1204.38,110.91,82.64,848,311.88,12.36,265.85,754.54,200.72,602.24,152.69,139.99,189.22,220.81,478.26,256.3,967.6,1092.59,992.06,.,3962.7,.,371.25,469.82,728.42,570.26,0,125.81,1698.11,379.21,3931.25,114.32,1194.15,1019.6,117.32,371.47,527.52,78.63,746.64,248,896.97,3500,462.08,337.03,465.75,472.58,718.59,69.81,1096.35,464.5,0,1130.01,683.61,527.44,738.82,351.61,268.45,1.94,89.51,471.37,1019.64,580.83,.,36.27,269.59,550.14,1526.63,2214.43,2129.45,8600,899.47,659.48,397.87,632.42,11.72,2057.14,153.85,232.38,.,39.42,.,112.99,79.1,528.28,361.19,471.33,56.29,298.18,521.15,546.03,1296.3,.,784.03,210.53,234.78,355.84,335.96,754.69,361.38,355.3,236.34,.,979.05,270.28,2470.65,.,804.55,682.03,94.7,396.78,362.37,654.56,371.32,1682.81,84.79,.,112.61,.,360.94,.,438.54,287.03,618.7,267.26,427.35,548.67,534.63,444.88,194.08,538.98,502.94,400.11,410.53
Short term,Age 18 to 64,Sensory support,To maximise independence,Numerator,All,6.93,0,0,4.9,66,8,1,0,0,0,1,0,0,0,3,32,61,0,0,4,2,0,0,0,0,0,78,0,0,0,0,1,27,5,0,0,0,0,4,0,0,2,0,0,0,1.04,0,2,0,0,0,17.38,12.92,17.78,0,0,0,3,3,44,0,0,0,0,0,0,5,0,0,1,0,336.59,19,0,4.73,0,2.32,0,0,0,0,0,2.11,0,0,0,0,0,0,1,0,0,1,1.33,4.19,0,0,0,0,0,9.3,0,137,0,1,0,0.09,65.44,0,0,0,0.64,5.9,5,3.66,1,0,0,0,0,0,0,0,0,1,0,0,6.44,0,0,0,0,242,0,0,17,0,1,0,11,2.94,12.7,47,8,0,2,0,0,0,0,10,0,48.97,80.9,180,98.08,361.59,9.05,281.48,235.46,33.7,1329.23
Short term,Age 18 to 64,Sensory support,To maximise independence,Denominator,All,19.05,0,0.03,7,167.43,8.14,2,0,0,0,2.11,0,0,0,10,14,100,0,0,9,3,0,0,0,0,0,76,0,0,0,0,6,32,20,0,1,0,0,9.29,0,0,11,0,0,0,0.7,0,4,0,0,0,46.71,18,25.29,0,15.57,0,4,9,11.1,0,0,0,0,0,0,57,0,7,3.43,0,761.57,56.28,0,10,0,54,0,0,281.43,0,0,3,0,0,0,12.43,0,0,0.27,0,0,6,5.14,10,0,0,0,0,0,14,0,46.33,0,1,0,0,521.21,0,0,0,7,8,15,5,27,0,0,0,5.43,0,0,0,0,6,0,0,17.81,0,0,0,0,897,0,0,20.99,0,2,0,21,7.86,35.8,0,93,0,18,0,0,0,0,28.57,0,102.04,186.68,212,114.1,878.28,70.27,967.66,665.68,177.37,3374.09
Short term,Age 18 to 64,Sensory support,To maximise independence,Unit costs,All,364,.,0,700,394.19,982.8,500,.,.,.,473.93,.,.,.,300,2285.71,610,.,.,444.44,666.67,.,.,.,.,.,1026.32,.,.,.,.,166.67,843.75,250,.,0,.,.,430.57,.,.,181.82,.,.,.,1484.99,.,500,.,.,.,371.94,717.98,703.03,.,0,.,750,333.33,3963.96,.,.,.,.,.,.,87.72,.,0,291.55,.,441.96,337.6,.,472.58,.,43.04,.,.,0,.,.,703.25,.,.,.,0,.,.,3703.7,.,.,166.67,258.03,419.08,.,.,.,.,.,664.43,.,2957.14,.,1000,.,.,125.56,.,.,.,92.01,737.47,333.33,731,37.04,.,.,.,0,.,.,.,.,166.67,.,.,361.38,.,.,.,.,269.79,.,.,809.91,.,500,.,523.81,373.54,354.79,.,86.02,.,111.11,.,.,.,.,350.02,.,479.95,433.36,849.06,859.55,411.7,128.79,290.89,353.71,190.01,393.95
Short term,Age 18 to 64,Support with memory and cognition,To maximise independence,Numerator,All,16.64,0,9,0.4,16,79,0,22,8,0,2,0,0,0,0,0,6,0,0,8,14,0,0,0,0,0,2,0,9,3,0,0,9,5,0,0,1.03,1,2,0,0,1,0,0,0,4.61,0,2,0,2,0,3.56,40.6,3.58,0,0,0,5,7,0,7,0,21,1,4,5,1,0,3,1,0,3.54,7,0,3.78,0,71.72,94,0,0,0,0,4.22,0,0,0,0,0,7,1,0,0,0,0,0,0,0,19,0,0,9.3,0,0,0,0,0,0.09,0,0,0,1,0,0,2,0,2,0,0,0,0,0,14.33,5,0,0,0,0,1.54,0,2,0,0,6,0,0,46,0,1,0,20,0,6.75,0,0,0,1,0,0,0,0,2,0,56.28,136.4,30,88.75,24.54,177.51,77.76,52.63,12.75,656.61
Short term,Age 18 to 64,Support with memory and cognition,To maximise independence,Denominator,All,45.71,0,11.39,3,49.15,75.29,0,45,16,0,6.17,0,0,0,0,0,56,0,0,17,15,0,0,0,0,0,2,0,18,3,0,0,10.57,25,0,18,3,5.5,13.57,0,0,2,3,0,0,1.6,5,2.65,0,0.39,0,9.57,52,7.15,0,7.86,0,14,24.57,0,104,0,64,4,11.6,6,30,0,29,3.71,0,6,22,0,8,0,661,79,0,0,0,0,8,0,0,0,18.05,0,156,1.04,0,0,0,0,0,0,0,32,0,0,14,0,0,0,0,0,0,0,0,0,36,0,0,5,0,18,0,0,0,3.43,0,30,24,0,0,0,0,4.27,0,17,0,0,20.71,0,0,58.09,0,7,0,28,0,17.3,0,0,0,11,0,0,0,0,7,0,130.99,206,90,279.29,108.31,905.04,119.07,159,59.3,2057
Short term,Age 18 to 64,Support with memory and cognition,To maximise independence,Unit costs,All,364,.,790.17,133.33,325.55,1049.28,.,488.89,500,.,324.15,.,.,.,.,.,107.14,.,.,470.59,933.33,.,.,.,.,.,1000,.,500,1000,.,.,851.47,200,.,0,344,181.82,147.38,.,.,500,0,.,.,2879.63,0,754.72,.,5128.21,.,371.94,780.84,501,.,0,.,357.14,284.9,.,67.31,.,328.13,250,344.83,833.33,33.33,.,103.45,269.54,.,589.28,318.18,.,472.58,.,108.51,1189.87,.,.,.,.,527.44,.,.,.,0,.,44.87,961.54,.,.,.,.,.,.,.,593.75,.,.,664.43,.,.,.,.,.,.,.,.,.,27.78,.,.,400,.,111.11,.,.,.,0,.,477.63,208.33,.,.,.,.,361.38,.,117.65,.,.,289.72,.,.,791.87,.,142.86,.,714.29,.,390.1,.,.,.,90.91,.,.,.,.,285.71,.,429.63,662.15,333.33,317.75,226.53,196.13,653.09,331.01,214.99,319.21
Short term,Age 18 to 64,Learning disability support,To maximise independence,Numerator,All,38.55,0,0,24.5,2757.71,323,4,642,0,0,0,0,1,0,5,240,0,0,10.38,2,9,0,0,0,0,0,2473,0,6,0,0,5,9,4,193,378,254.56,2,4,2,0,22,34.38,0,0,9.42,283,5,0,0,0,682.68,7.13,0,0,0,47,25,40,815,679,74,144.84,0,3,18,7,3,10,0,0,28.59,4,7,2.84,0,972.39,372,2,0,0,0,1.05,255,0,0,0,0,0,1,34.85,0,2,0,0,0,0,0,0,422.67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1925,0,102.98,3,0,96,0,0,12.71,0,16,0,0,2,1411,0,0,234,1,0,8,0,34.22,1151,81,0,1,0,0.32,0,106,5,0,1215.53,3752.21,2729,2514.66,73.59,1392.08,1925.77,2557.65,1395.22,17555.71
Short term,Age 18 to 64,Learning disability support,To maximise independence,Denominator,All,105.9,0,0,22,1386.85,293.14,7,579,3,8,0,0,2,0,15,56,0,0,0,5,10,0,0,0,0,0,897,0,16,0,0,58,10.29,17,90,447,285,9.1,23.86,13,0,119,0,0,0,4.4,25,8.28,0,0,0,227.29,22,0,0,119.86,52,21,110,196.72,2779,75,78,0,8.7,9,112,3,41,0,0,63,11.14,13,6,0,6697,159,5.14,4.86,0,0,2,295.15,0,0,76.21,0,0,0.99,107,0,52,4.14,0,0,0,0,0,100.14,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,49,4,0,0,58.43,0,52,9,0,20,0,0,35.18,0,83,0,0,6.29,1098,0,0,3643.43,29,0,23,0,82.8,4065,956.6,0,6,0,0,0,241,27,0,1231.83,2289.99,983,3561.01,247.84,7034.99,5108.19,300.57,5490.4,26247.81
Short term,Age 18 to 64,Learning disability support,To maximise independence,Unit costs,All,364,.,.,1113.64,1988.48,1101.86,571.43,1108.81,0,0,.,.,500,.,333.33,4285.71,.,.,.,400,900,.,.,.,.,.,2756.97,.,375,.,.,86.21,874.64,235.29,2144.44,845.64,893.21,219.78,167.64,153.85,.,184.87,.,.,.,2141.55,11320,603.86,.,.,.,3003.61,324.32,.,.,0,903.85,1190.48,363.64,4142.94,244.33,986.67,1856.97,.,344.83,2000,62.5,1000,243.9,.,.,453.76,359.07,538.46,472.58,.,145.2,2339.62,389.11,0,.,.,527.44,863.96,.,.,0,.,.,1010.1,325.67,.,38.46,0,.,.,.,.,.,4220.71,.,.,.,.,.,125,.,.,.,.,.,.,.,.,.,81.63,750,.,.,32946.21,.,1980.31,333.33,.,4800,.,.,361.38,.,192.77,.,.,317.97,1285.06,.,.,64.23,34.48,.,347.83,.,413.34,283.15,84.67,.,166.67,.,.,.,439.83,185.19,.,986.77,1638.53,2776.2,706.16,296.91,197.88,377,8509.29,254.12,668.84
Short term,Age 18 to 64,Mental health support,To maximise independence,Numerator,All,5.41,0,21,44.3,634.55,69,23,25,184,0,6,0,0,0,15,0,2285,0,0,26,79,0,0,0,0,127.66,169,8,46,8,0,4,11,7,31,0,0,1,23,14,0,8,13.76,0,661,7.66,112,15,1846.05,53,0,113.33,3.83,2.58,0,0,0,207,13,70,31,46,0.77,0,14,0,6,29,45,14,0,1189.9,6,0,28.35,0,33.62,137,2,0,0,0,1.05,152,0,0,60,0,0,29,0,0,1,0,4.19,0,3.02,0,0,3264.91,0,0,23.46,0,0,3,0,15.55,0,0,0,2.58,0.61,2,15.26,0,1,0,9,0,0,42.6,0,2,20,24,37.92,27.44,0,1,0,0,10,0,0,33,0,6,0,1351,0.44,7.99,34,17,0,1,0,1.92,0,0,0,0,2866.88,1006.85,2709.66,487.5,1303.9,228.98,1614.85,3433.18,34.91,13686.72
Short term,Age 18 to 64,Mental health support,To maximise independence,Denominator,All,14.86,0,2.6,651,1130.15,69.57,36,52,74,0,43.96,0,1,0,50,0,3980,0,0,55,83,0,0,0,0,139.71,121,18.4,91,9,0,50,12.57,29,25,1,0,5.5,40.28,111,0,37,8,0,3580,3.1,89,96.1,136.35,40.85,0,274.71,17,5.14,0,55.88,0,466,36.86,18.24,250,40,3,0,37.7,0,86,36.54,280,36.43,0,2692.33,19,0,60,0,416,159,5,0,0,0,1,169,0,0,0,0,0,2.66,0,0,36,122.71,14,0,1.36,0,0,4331.64,0,0,16.74,0,0,20,0,105.28,0,0,0,36,5,4,18,0,3,0,15.57,0,0,66,0,10.71,32,48,60.4,75.94,0,5,0,0,36.42,0,0,41.24,0,33,0,1867,8.86,22.4,0,202.1,0,12,0,5.71,0,0,11.57,0,4378.61,2059.28,4447.11,1110.95,3188,673.66,2264.86,4727.3,280.21,23129.99
Short term,Age 18 to 64,Mental health support,To maximise independence,Unit costs,All,364,.,8076.92,68.05,561.48,991.81,638.89,480.77,2486.49,.,136.49,.,0,.,300,.,574.12,.,.,472.73,951.81,.,.,.,.,913.74,1396.69,434.78,505.49,888.89,.,80,875.1,241.38,1240,0,.,181.82,571,126.13,.,216.22,1720.14,.,184.64,2469.88,1258.43,156.09,13539.08,1297.43,.,412.54,225.14,501,.,0,.,444.21,352.69,3837.72,124,1150,256.33,.,371.35,.,69.77,793.65,160.71,384.3,.,441.96,315.79,.,472.58,.,80.83,861.64,400,.,.,.,1054.88,899.42,.,.,.,.,.,10902.26,.,.,27.78,0,299.34,.,2215.9,.,.,753.73,.,.,1401.71,.,.,150,.,147.73,.,.,.,71.56,121.98,500,847.67,.,333.33,.,578.03,.,.,645.44,.,186.74,625,500,627.8,361.38,.,200,.,.,274.57,.,.,800.19,.,181.82,.,723.62,49.1,356.6,.,84.12,.,83.33,.,336.08,.,.,0,.,654.75,488.93,609.31,438.81,409,339.9,713,726.24,124.57,591.73
Short term,Age 65 and over,Physical support,To maximise independence,Numerator,All,2138.8,4779,1632,4784.69,4045.02,1246,4660,1537,1824,1650,1331,4254.44,524,2480,1025,4138,8978,7641,1706.3,3433,4697,611,738,2382.58,0,3273.67,6899,1384,4942,5471,5400,684,4292,1672,6612,3112,1668.94,520,971,1153,131,1548,1711.67,971,2632,6829.97,1072,1607,4961.6,4073,4246,9793.83,1769.6,8455.4,7271,1267.16,7862,3629,6568,2745,419,6616,1702.52,1146,3949,3859,1448,2100,6295,3101,688,3250.27,1577,3348,6555.61,3482,3607.56,2053,1985,291,2207,1431.14,1565.05,623,1417,577.29,8508,1301.18,1351,6733,1481.77,920,1698,1013.47,1217.29,2959,2512,3033,1317,1099.59,2602.79,2926.34,1865,135,829,21,847.78,1417.33,939,0,2657,378.72,668.23,2481,1001.42,474,1849,2898.54,1776,1401,0,871.44,218,1550,971,2052,1190.09,3960.6,2429,3447,2958,491.71,6202,3514,3971,7681,6438,178,779,15782,2803,7377.77,9029,4520,8,841,2336,1718.65,36,5814,2127,237.19,64173.97,32267.15,49386.55,63490.51,26267.27,37557.12,67549.16,45981.94,41898.32,428571.99
Short term,Age 65 and over,Physical support,To maximise independence,Denominator,All,5875.83,20693,809.06,8741,8775.58,1558.86,7415,2870,2401,1847,4393.87,7333.87,1126,2379,3235,6891,24754,16844.43,4555.5,7208,2900,886,1656,2850,0,4751.03,16495,2881.14,8654,3781,48651,4187,4709.73,4364,13286,3439,1454,2571.9,3089.28,5849,910.29,8373,6937,2394,7014.29,14168.4,1582,1498.6,691.16,2254.74,8637,25500.29,4292,9375.45,9528,6627.07,10338,2899,15602.57,828.04,1980,6064,2532,2923.86,10628.5,6858,16422,2708.55,24433,6714.15,756,2338.45,4687.71,8915,13872,8405,38504,1271,4284.43,2161.43,1950.57,1853.4,2999,793.52,4032,517,13374.01,4622,6028,3180.89,3286.22,2157,4173.25,2984.71,2462,3008,1133.68,2935,624,641,3947,7246,3577.36,1054,398,115,5064,8407.86,4931.6,0,3133,4793,2670,6878,1890,7042,5308,4357.29,2875.14,1879,0,1488,1038,6243,3810,5912.14,1711,10959.54,6609.1,12211,3331,502.23,18736.14,7080,15222.43,6821.8,6824.57,4103,1752.14,30323,3428.71,19762.6,15008,53334.9,40,7658,1152,5114.28,58,15552.7,6517,381.86,155735.22,67964.24,98286.1,107127.27,75546.36,99383.36,134712.63,107845.77,146478.71,993079.67
Short term,Age 65 and over,Physical support,To maximise independence,Unit costs,All,364,230.95,2017.16,547.38,460.94,799.3,628.46,535.54,759.68,893.34,302.92,580.11,465.36,1042.45,316.85,600.49,362.69,453.62,374.56,476.28,1619.66,689.62,445.65,835.99,.,689.04,418.25,480.37,571.07,1446.97,110.99,163.36,911.3,383.13,497.67,904.91,1147.83,202.19,314.31,197.13,143.91,184.88,246.74,405.6,375.23,482.06,677.62,1072.33,7178.65,1806.42,491.61,384.07,412.3,901.87,763.12,191.21,760.5,1251.81,420.96,3315.06,211.62,1091.03,672.4,391.95,371.55,562.7,88.17,775.32,257.64,461.86,910.05,1389.93,336.41,375.55,472.58,414.28,93.69,1615.26,463.31,134.63,1131.46,772.17,521.86,785.11,351.44,1116.61,636.16,281.52,224.12,2116.7,450.9,426.52,406.88,339.55,494.43,983.71,2215.8,1033.39,2110.58,1715.43,659.43,403.86,521.33,128.08,2082.91,182.61,167.41,168.57,190.4,.,848.07,79.01,250.28,360.72,529.85,67.31,348.34,665.22,617.71,745.61,.,585.64,210.02,248.28,254.86,347.08,695.55,361.38,367.52,282.29,888.02,979.05,331.02,496.33,260.87,1125.95,943.36,43.38,444.6,520.46,817.51,373.32,601.61,84.75,200,109.82,2027.78,336.05,620.69,373.83,326.38,621.16,412.07,474.77,502.48,592.66,347.7,377.9,501.43,426.37,286.04,431.56
Short term,Age 65 and over,Sensory support,To maximise independence,Numerator,All,13.76,0,87,11.3,239,19,27,10,2,0,25,0,0,87,62,0,96,0,0,82,64,0,0,0,0,0,213,3,172,9,0,42,48,41,156,0,5.18,25,21,4,1,15,46.67,0,0,29.35,34,8,0,21,0,100.24,26.35,350.93,0,66.14,0,132,120,8,10,50,4.13,4,22,35,81,118,33,8,0,797.66,68,29,211.72,0,14.11,0,12,0,0,0,52.93,0,0,13.8,0,4.74,0,130,25.33,0,39,67.01,37.72,0,0,0,0,17.13,27.7,0,10,3,3,0,0,12.12,0,0,3,11.59,5.03,13,28.8,10,15,0,0,0,0,25.98,1,17,67,0,5.83,145.36,0,26,0,0,1544,0,0,689,0,2,4,194,17,507.69,0,115,0,14,0,8.23,0,0,48,0,691.96,420.3,607,871.79,1162.66,453.89,2673.93,375.09,724.93,7981.55
Short term,Age 65 and over,Sensory support,To maximise independence,Denominator,All,37.79,0,34.43,90,496.42,24.57,44,19,3,0,79.62,0,1,84,200,0,452,0,0,174,55,0,0,0,0,0,192,9.3,321,10,0,259,53.14,124,319,9,11,122.3,77.57,18,4.14,71,34,0,0,14.4,31,16.04,0,5.49,0,271.86,249,327.12,0,249,0,128,295.14,2.13,104,74,8,16.71,58,65,889,150.47,170,19.57,0,1543.51,202.29,89,447,0,214,0,26.14,603.42,0,0,101,0,0,28,216.47,41.29,0,90.2,60.2,0,277.9,199.43,70,0,0,0,0,11.86,42,0,53.35,5,15,0,0,71.07,0,0,16,150,20,36,67,131,51,0,0,2.57,0,53,4,73.57,302,0,6.7,402.23,0,76,0,0,3202.14,0,0,612.28,0,41,9.57,565,22.57,1380.5,0,1352.4,12,143,0,16.86,0,0,115.57,0,1528.87,791.04,1166.3,1724.96,3097.84,1219.59,4966.06,1371.28,3134.9,19000.85
Short term,Age 65 and over,Sensory support,To maximise independence,Unit costs,All,364,.,2526.87,125.56,481.45,773.3,613.64,526.32,666.67,.,313.99,.,0,1035.71,310,.,212.39,.,.,471.26,1163.64,.,.,.,.,.,1109.38,322.58,535.83,900,.,162.16,903.27,330.65,489.03,0,471,204.42,270.72,222.22,241.38,211.27,1372.75,.,.,2038.09,1096.77,498.75,.,3825.14,.,368.71,105.83,1072.79,.,265.63,.,1031.25,406.59,3755.87,96.15,675.68,516.5,239.38,379.31,538.46,91.11,784.21,194.12,408.79,.,516.79,336.15,325.84,473.64,.,65.92,.,459.07,0,.,.,524.06,.,.,493.02,0,114.75,.,1441.17,420.81,.,140.34,335.99,538.82,.,.,.,.,1445.06,659.62,.,187.45,600,200,.,.,170.52,.,.,187.5,77.29,251.65,361.11,429.9,76.34,294.12,.,.,0,.,490.14,250,231.07,221.85,.,870.71,361.38,.,342.11,.,.,482.18,.,.,1125.3,.,48.78,417.97,343.36,753.21,367.76,.,85.03,0,97.9,.,488.37,.,.,415.33,.,452.59,531.33,520.45,505.4,375.31,372.17,538.44,273.53,231.24,420.06
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Numerator,All,174.31,0,141,90.9,925.01,186,16,373,151,0,72,0,53,146,51,0,688,913,56.4,57,1650,0,0,0,0,80.76,465,20,244,110,0,9,84,144,2940,0,11.51,15,74,8,2,15,16.95,0,0,320.23,72,20,0,135,0,318.79,776.26,245.37,0,143.36,146,99,401,309,79,415,26,12,25,759,37,1,696,74,22,404.85,88,153,174.85,0,815.57,214,50,0,0,57.04,197.19,125,3,21.6,0,1.54,179,238,5.92,0,177,6.7,25.14,0,0,34,0,81.48,110.17,0,114,0,1,0,0,148.92,0,0,15,4.51,268.26,51,19.16,12,6,15.06,5,0,0,78.32,1,44,23,0,119.59,159.14,0,59,346,0,457,0,0,500,0,19,17,1294,174,132.44,840,21,0,31,942,78.5,2,0,12,0,4394.99,2007.91,4127.16,2824.78,2106.85,1958.89,3157.55,1063.73,717.94,22359.78
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Denominator,All,478.86,0,64.72,534,1157.57,234.29,25,734,371,0,153.36,0,80,140,165,0,1686,1927.43,54.81,121,1460,0,0,0,0,107.82,488,39.3,386,118,0,53,92.71,339,1362,92,25,71.6,190.28,33,18.14,107,66,0,0,299.3,52,42.64,0,48.75,0,885.43,1134,327.13,0,564.85,0,116,545.43,66.72,312,329,79,91.57,66.7,1304,726,0.57,1473,172.86,24,471.49,262.43,408,370,0,5098,394,108.43,0.57,0,348,377,157.63,8,15,579.38,18.43,2354,298.84,13,0,215.05,18.14,46,0,0.4,38,0,55.86,167,0,117.97,0,4,0,0,182.57,0,0,68,54,72,141,51,189,28,39.71,8.57,63.14,0,148,6,185.5,214,0,149.4,440.35,0,178,473,0,1197.71,0,0,444.65,0,164,44.14,1584,180,316.6,0,249.6,0,322,0,163.86,4.14,0,87.14,0,3783.28,3353.94,6189.36,4451.13,4501.05,9169.32,5010.17,1834.33,2002.48,40295.06
Short term,Age 65 and over,Support with memory and cognition,To maximise independence,Unit costs,All,364,.,2178.62,170.22,799.09,793.89,640,508.17,407.01,.,469.48,.,662.5,1042.86,309.09,.,408.07,473.69,1029.01,471.07,1130.14,.,.,.,.,748.98,952.87,508.91,632.12,932.2,.,169.81,906.05,424.78,2158.59,0,460.4,209.5,388.9,242.42,110.24,140.19,256.76,.,.,1069.91,1384.62,469.04,.,2769.23,.,360.04,684.53,750.07,.,253.8,.,853.45,735.2,4631.29,253.21,1261.4,329.11,131.05,374.81,582.06,50.96,1754.39,472.51,428.09,916.67,858.67,335.33,375,472.58,.,159.98,543.15,461.13,0,.,163.9,523.05,793,375,1440.02,0,83.78,76.04,796.41,455.46,.,823.06,369.29,546.63,.,0,894.74,.,1458.72,659.67,.,966.33,.,250,.,.,815.69,.,.,220.59,83.49,3725.88,361.7,375.73,63.49,214.29,379.22,583.43,0,.,529.21,166.67,237.2,107.48,.,800.48,361.38,.,331.46,731.5,.,381.56,.,.,1124.48,.,115.85,385.14,816.92,966.67,418.32,.,84.13,.,96.27,.,479.04,483.09,.,137.71,.,1161.69,598.67,666.81,634.62,468.08,213.64,630.23,579.9,358.52,554.9
Short term,Age 65 and over,Learning disability support,To maximise independence,Numerator,All,0,0,0,13.3,220,761,8,6,0,0,0,0,0,0,5,0,0,0,0.22,2,15,0,0,0,0,0,42,0,64,0,0,2,0,3,8,0,0,0,5,10,1,0,0,0,0,2.92,54,0,0,0,0,12.06,0.75,0,0,0,0,2,4,15,11,0,0,0,6,6,5,1,0,0,0,0,1,7,2.84,0,66.7,0,0,0,0,0,0,0,0,0,0,0,36,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,1.29,0,0,0,0,3,0,0,0,0,2.76,0,0,0,0,0,1.97,0,6,0,0,12,0,0,0,31,0,0,3,0,11.16,0,17,0,2,0,10.09,0,0,2,0,149.92,1008.3,64,44.81,19,128.53,47.97,7.84,48.25,1518.62
Short term,Age 65 and over,Learning disability support,To maximise independence,Denominator,All,0,0,0,20,157.42,953.63,12,6,0,0,0,0,4,0,15,0,0,0,0,3,7,0,0,0,0,0,113,0,138,0,0,14,0,8,16,0,0,0,26.14,34,6,0,1,0,0,29.1,19,0,0,0,0,32.86,1,0,0,0,0,1,11.57,3.22,52,0,0,0,17.4,5,72,0.71,7,0,0,0,3.14,4,6,0,362,0,0,0,0,0,0,0,0,0,0,0,7,22.87,0,0,15,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,0,0,15,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,5.45,0,10,0,0,45.43,0,0,0,430.86,0,0,12,0,27.3,0,206.3,0,26,0,26,0,0,14,0,290.24,1149.05,138,101.65,98.25,416.87,493.74,30.14,309.6,3027.54
Short term,Age 65 and over,Learning disability support,To maximise independence,Unit costs,All,.,.,.,665,1397.5,798,666.67,1000,.,.,.,.,0,.,333.33,.,.,.,.,666.67,2142.86,.,.,.,.,.,371.68,.,463.77,.,.,142.86,.,375,500,.,.,.,191.28,294.12,166.67,.,0,.,.,100.31,2842.11,.,.,.,.,367.09,753,.,.,.,.,2000,345.72,4658.39,211.54,.,.,.,344.83,1200,69.44,1408.45,0,.,.,.,318.47,1750,472.58,.,184.25,.,.,.,.,.,.,.,.,.,.,.,5142.86,655.88,.,.,66.67,0,.,.,.,.,.,.,.,.,.,.,.,.,.,129.2,.,.,.,85.88,.,.,.,.,600,.,.,.,.,689.5,.,.,.,.,.,361.38,.,600,.,.,264.14,.,.,.,71.95,.,.,250,.,408.91,.,82.4,.,76.92,.,387.96,.,.,142.86,.,516.53,877.5,463.77,440.88,193.38,308.33,97.15,260.09,155.85,501.6
