,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Gross total cost: total expenditure,69.42,25,13,168.3,36.61,442,22,52,41,40,14,81.62,52,121,190,0,422,121,338.06,365,45,49,354,10.78,53,34.04,462,32,102,256,142,8,16,25,16,0,203.56,63,46,133.23,20,79,71.04,48.56,0,67.64,41,0,72.52,87,52,129.68,156.34,5.89,52,0,0,37,846,251,9,55,4.49,24,1019,2369,101,411,192,242.8,0,264.82,12,71,-75.78,1034,206.76,5,87,35,2,12.34,0,0,0,181.8,3588,57.98,22,34,64.92,0,0,0,32.75,93.33,181.64,15,66,23.04,2.85,0,3.65,50,57,0,18.2,20.49,5,11,16,0.81,15.3,59,0,24,52,14.81,0,0,2,38.78,135,0,156,0,270.84,271.14,34,171,45,5.26,58,13,0,73,3,172,114,491,288,79.34,366,510,0,25,63,9.15,180,241,175,19.75
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Income: client contributions,4.05,0,0,21.4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,25,6,1.43,0,2.29,11,0,0,13,0,0,0,3,1,0,0,4,4,4,0,3,0,8.01,0,11.65,8,0,0,0,49,0,2.51,0,0,0,0,0,41,10,1,1,0,3,51,110,0,0,0,0,0,0,0,4,31.14,0,0,0,0,0,0,0.23,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0.17,0,1,2.63,0,0,0,2,0,0,3.27,0,0,0,6,0,0.38,10,0,0,3,0,0,0,0,0,7,0,12,0,0,0,5,9,3,0,2,0,0,8,0,2,0,0,0,5.7,13,37,0,0,5,0,0,4,0,0
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Income: joint arrangements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,-6,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Income: Income from NHS,8.22,0,0,17.1,0,116,0,4,0,8,2,0,0,0,71,0,19,0,26.58,0,0,0,51,1.64,0,0,16,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2.57,0,0,0,29.66,0,21.25,0,0,0,0,0,0,5,0,0,0,0.04,0,0,1,7,0,2,0,0,126.58,2,0,12.74,0,15.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1.57,41,128,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Income: other income,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0.19,0,0,3,0,0,0,0.59,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,17.73,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Income: total,12.26,0,0,38.5,0,159,0,4,0,13,2,0,0,0,71,0,20,0,26.77,0,7,28,57,3.07,0,2.88,27,0,0,46,0,1,0,3,2,0,0,9,4,4,0,3,0,8.01,0,14.22,8,0,0,30.56,49,25.1,2.51,0,0,0,0,0,46,10,1,1,0.04,3,259,133,7,-6,2,0,0,144.31,2,4,49.98,0,15.17,0,0,0,0,0.23,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,26.7,0,1,4.89,0,0,0,2,0,0,3.27,0,0,0,6,0,0.38,12,0,0,3,0,0,0,0,3.34,7,0,12,0,0,0,11,11,3,0,6,0,0,8,0,2,0,0,0,7.27,54,165,0,0,5,0,0,4,6,0
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Net total expenditure,57.15,25,13,129.8,36.61,283,22,48,41,27,12,81.62,52,121,119,0,402,121,311.29,365,38,21,297,7.71,53,31.16,435,32,102,210,142,7,16,22,14,0,203.56,54,42,129.23,20,76,71.04,40.55,0,53.42,33,0,72.52,56.44,3,104.58,153.83,5.89,52,0,0,37,800,241,8,54,4.46,21,760,2236,94,417,190,242.8,0,120.51,10,67,-125.76,1034,191.59,5,87,35,2,12.1,0,0,0,181.8,3588,55.8,22,34,64.92,0,0,0,32.75,93.33,154.94,15,65,18.16,2.85,0,3.65,48,57,0,14.93,20.49,5,11,10,0.81,14.92,47,0,24,49,14.81,0,0,2,35.45,128,0,144,0,270.84,271.14,23,160,42,5.26,52,13,0,65,3,170,114,491,288,72.08,312,345,0,25,58,9.15,180,237,169,19.75
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Gross total expenditure,61.2,25,13,151.2,36.61,283,22,48,41,32,12,81.62,52,121,119,0,402,121,311.29,365,45,46,303,9.14,53,33.45,446,32,102,223,142,7,16,25,15,0,203.56,58,46,133.23,20,79,71.04,48.56,0,65.06,41,0,72.52,56.44,52,104.58,156.34,5.89,52,0,0,37,841,251,9,55,4.46,24,811,2346,94,417,190,242.8,0,120.51,10,71,-94.62,1034,191.59,5,87,35,2,12.34,0,0,0,181.8,3588,57.98,22,34,64.92,0,0,0,32.75,93.33,155.12,15,66,20.79,2.85,0,3.65,50,57,0,18.2,20.49,5,11,16,0.81,15.3,57,0,24,52,14.81,0,0,2,35.45,135,0,156,0,270.84,271.14,28,169,45,5.26,54,13,0,73,3,172,114,491,288,77.78,325,382,0,25,63,9.15,180,241,169,19.75
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Capital charges: own provision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Capital charges: provision by others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Net current expenditure,57.15,25,13,129.8,36.61,283,22,48,41,27,12,81.62,52,121,119,0,402,121,311.29,365,38,21,297,7.71,53,31.16,435,32,102,210,142,7,16,22,14,0,203.56,54,42,129.23,20,76,71.04,40.55,0,53.42,33,0,72.52,56.44,3,104.58,153.83,5.89,52,0,0,37,800,241,8,53,4.46,21,760,2236,94,417,190,242.8,0,120.51,10,67,-125.76,1034,191.59,5,87,35,2,12.1,0,0,0,181.8,3588,55.8,22,34,64.92,0,0,0,32.75,93.33,154.94,15,65,18.16,2.85,0,3.65,48,57,0,14.93,20.49,5,11,10,0.81,14.92,47,0,24,49,14.81,0,0,2,35.45,128,0,144,0,270.84,271.14,23,160,42,5.26,52,13,0,65,3,170,114,491,288,72.08,312,345,0,25,58,9.15,180,237,169,19.75
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Gross current expenditure,61.2,25,13,151.2,36.61,283,22,48,41,32,12,81.62,52,121,119,0,402,121,311.29,365,45,46,303,9.14,53,33.45,446,32,102,223,142,7,16,25,15,0,203.56,58,46,133.23,20,79,71.04,48.56,0,65.06,41,0,72.52,56.44,52,104.58,156.34,5.89,52,0,0,37,841,251,9,54,4.46,24,811,2346,94,417,190,242.8,0,120.51,10,71,-94.62,1034,191.59,5,87,35,2,12.34,0,0,0,181.8,3588,57.98,22,34,64.92,0,0,0,32.75,93.33,155.12,15,66,20.79,2.85,0,3.65,50,57,0,18.2,20.49,5,11,16,0.81,15.3,57,0,24,52,14.81,0,0,2,35.45,135,0,156,0,270.84,271.14,28,169,45,5.26,54,13,0,73,3,172,114,491,288,77.78,325,382,0,25,63,9.15,180,241,169,19.75
Long term,Age 65 and over,Learning disability support,Community: Direct Payments,Gross SSMSS,69.42,0,0,0,0,0,1,0,1,1,0,2.8,0,0,1,0,0,1,338.06,0,0,0,15,10.78,0,0,15,32,0,0,142,0,0,0,0,0,0,0,46,0,0,0,71.04,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,60,0,0,0,0,12,0,0,1034,0,0,0,35,0,0,0,0,0,0,147,2.84,0,34,0,0,0,0,0,0,0,1,0,0,0.09,0,3.65,44,57,0,0,20.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,2,0,0,510,0,0,2.48,0.05,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: home care,Gross total cost: own provision,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,7.19,0,9,0,58,30.8,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.35,0,0,0,22.34,0,217,0,0,0,15,26.1,100,0,0,173,756,0,0,0,0,62,0,0,0,67.76,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,182,0,0,0,0,20,0,2,0
Long term,Age 65 and over,Learning disability support,Community: home care,Gross total cost: provision by others,204.22,749,110,606.6,33.3,2402,213,89,21,0,99,207.51,56,259,74,0,1069,390,89.54,50,38,36,162,80.6,0,69.66,1482,0,41,7,141,306,60,132,120,0,21.3,81,62,69,456,64,138.63,0,119,2137.76,125,72,1810.61,1106,1218,2601.68,383.12,164.88,143,70.59,81,90,535,0,455,128,109.71,259,62,104,105,119,210,76.9,0,50.44,20,271,-216.76,202,1281.69,2,37,47,496,3.68,6.23,0,0,5.89,8752,34.62,9,492,106.96,6,0,12.71,120.09,70.19,115.33,21,0,350.44,33.18,87.19,270.3,54,73,0,0,37.67,17,32,75,0,85.96,418,81.21,8,202,277.95,28.14,0,499,128.37,436,50,2,0,28.65,506.91,0,142,42,22.24,4100,645,0,120,68,57,92,102,10,116.89,393,304,0,3,145,46.99,230,260,63,276.2
Long term,Age 65 and over,Learning disability support,Community: home care,Gross total cost: grants to voluntary org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: home care,Gross total cost: total expenditure,204.22,749,118,606.6,33.3,2402,213,89,21,0,99,207.51,56,259,74,0,1154,390,96.73,50,47,36,220,111.4,0,69.66,1548,0,41,7,141,306,60,132,120,0,21.3,81,62,69,456,64,138.63,0,119,2137.76,125,72,1810.61,1106,1218,2627.03,383.12,164.88,143,92.93,81,307,535,0,455,143,135.81,359,62,104,278,875,210,76.9,0,50.44,82,271,-216.76,202,1349.45,2,37,984,496,3.68,6.23,0,0,5.89,8752,34.62,9,501,106.96,6,0,12.71,128.39,70.19,115.33,40,0,350.44,33.18,87.19,270.3,54,73,0,0,37.67,17,32,75,0,85.96,454,81.21,8,202,277.95,28.14,0,499,128.37,436,53,2,0,28.65,506.91,0,142,42,22.24,4100,645,0,120,68,57,92,102,10,116.89,415,486,0,3,145,46.99,250,260,65,276.2
Long term,Age 65 and over,Learning disability support,Community: home care,Income: client contributions,0,0,0,77.3,0,398,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.98,0,3.22,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,63,0,25,0,0,0,0,0,0,0,0,0,0,63,137,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,-0.34,0,0,0,0,247,0,0,0,0,0,0,0,1.71,2,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,17.65,75,0,0,8,0,4.62,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.41,0,17,0,0
Long term,Age 65 and over,Learning disability support,Community: home care,Income: joint arrangements,0,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0.16,0,0.18,0,0,0,0,0,0,0,0,-0.05,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: home care,Income: Income from NHS,24.18,0,0,61.5,0,700,114,2,4,0,0,0,0,0,0,0,52,0,22.6,0,55,0,17,10.83,0,0,83,0,0,0,0,27,0,0,8,0,0,7,0,0,0,0,0,0,4,221.14,0,0,0,377.06,0,426.26,0,14.1,0,0,0,0,77,0,116,0,42.96,0,0,0,20,0,0,0,0,36.93,6,2,22.38,0,99.33,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88,0,0,0,0.07,11.66,34.38,0,0,0,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.01,8.8,0,2,0,1.42,30,0,0,1,0,0,0,0,0,1.2,18,135,0,0,0,0,3,0,1,66
Long term,Age 65 and over,Learning disability support,Community: home care,Income: other income,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.49,0,77.32,0,0,0,0.02,0,0,5,0,0,21,0,3,0,1,0,0,0,0,0,0,0,0,0.47,0,11.9,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,1,0
Long term,Age 65 and over,Learning disability support,Community: home care,Income: total,24.18,90,0,138.8,0,1103,122,2,5,0,0,0,0,0,0,0,52,0,22.6,0,55,0,17,32.8,0,3.22,95,0,0,0,0,104,0,21,8,0,0,7,0,0,0,0,0,0,67,221.14,25,0,0,388.55,0,503.57,0,14.1,0,0.02,0,63,219,0,116,21,42.96,3,13,6,20,0,0,0,0,36.93,6,2,22.68,0,111.41,0,0,247,53,0,0,0,0,0.16,0,1.71,2,0,0,0,0,0,3.4,0,29.5,0,0,0,0.07,11.79,34.38,0,4,0,0,0,0,5,0,0,17.65,93,0,0,8,0,4.62,0,0,0,16,0,0,0,0.01,8.8,0,2,12,1.42,30,0,0,1,0,3,0,0,0,2.58,18,138,0,0,0,1.41,3,17,2,66
Long term,Age 65 and over,Learning disability support,Community: home care,Net total expenditure,180.05,659,118,467.8,33.3,1299,91,87,16,0,99,207.51,56,259,74,0,1102,390,74.13,50,-8,36,203,78.6,0,66.44,1453,0,41,7,141,202,60,111,112,0,21.3,74,62,69,456,64,138.63,0,52,1916.62,100,72,1810.61,717.45,1218,2123.46,383.12,150.78,143,92.91,81,244,316,0,339,122,92.85,356,49,98,258,875,210,76.9,0,13.52,76,269,-239.44,202,1238.04,2,37,737,443,3.68,6.23,0,0,5.73,8752,32.91,7,501,106.96,6,0,12.71,124.99,70.19,85.83,40,0,350.44,33.11,75.4,235.92,54,69,0,0,37.67,17,27,75,0,68.31,361,81.21,8,194,277.95,23.52,0,499,128.37,420,53,2,0,28.65,498.11,0,140,30,20.83,4070,645,0,119,68,54,92,102,10,114.31,397,348,0,3,145,45.58,247,243,63,210.2
Long term,Age 65 and over,Learning disability support,Community: home care,Gross total expenditure,180.05,659,118,545.1,33.3,1697,94,87,16,0,99,207.51,56,259,74,0,1102,390,74.13,50,-8,36,203,100.58,0,69.66,1453,0,41,7,141,202,60,132,112,0,21.3,74,62,69,456,64,138.63,0,115,1916.62,125,72,1810.61,717.45,1218,2123.46,383.12,150.78,143,92.91,81,307,453,0,339,122,92.85,356,49,103,258,875,210,76.9,0,13.52,76,269,-239.77,202,1238.04,2,37,984,443,3.68,6.23,0,0,5.73,8752,34.62,9,501,106.96,6,0,12.71,124.99,70.19,86.45,40,0,350.44,33.11,75.4,235.92,54,73,0,0,37.67,17,27,75,0,85.96,436,81.21,8,202,277.95,28.14,0,499,128.37,436,53,2,0,28.65,498.11,0,140,42,20.83,4070,645,0,119,68,57,92,102,10,114.31,397,348,0,3,145,46.99,247,260,63,210.2
Long term,Age 65 and over,Learning disability support,Community: home care,Capital charges: own provision,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Long term,Age 65 and over,Learning disability support,Community: home care,Capital charges: provision by others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: home care,Net current expenditure,180.05,659,118,467.8,33.3,1299,89,87,16,0,99,207.51,56,259,74,0,1102,390,74.05,50,-8,36,203,78.6,0,66.44,1452,0,41,7,141,202,60,111,112,0,21.3,74,62,69,456,64,138.63,0,52,1916.62,100,72,1810.61,617.45,1218,2123.46,383.12,150.78,143,92.91,81,244,316,0,339,119,92.85,356,49,98,258,875,210,76.9,0,13.52,76,269,-239.44,202,1238.04,2,37,737,443,3.68,6.23,0,0,5.73,8752,32.91,7,501,106.96,6,0,12.71,124.99,70.19,85.83,40,0,350.44,33.11,75.4,235.92,54,69,0,0,37.67,17,27,75,0,68.31,361,81.21,8,194,277.95,23.52,0,499,128.37,420,53,2,0,28.61,498.11,0,140,30,20.83,4070,645,0,119,68,54,92,102,10,114.31,397,348,0,3,145,45.58,247,243,62,210.2
Long term,Age 65 and over,Learning disability support,Community: home care,Gross current expenditure,180.05,659,118,545.1,33.3,1697,92,87,16,0,99,207.51,56,259,74,0,1102,390,74.05,50,-8,36,203,100.58,0,69.66,1452,0,41,7,141,202,60,132,112,0,21.3,74,62,69,456,64,138.63,0,115,1916.62,125,72,1810.61,617.45,1218,2123.46,383.12,150.78,143,92.91,81,307,453,0,339,119,92.85,356,49,103,258,875,210,76.9,0,13.52,76,269,-239.77,202,1238.04,2,37,984,443,3.68,6.23,0,0,5.73,8752,34.62,9,501,106.96,6,0,12.71,124.99,70.19,86.45,40,0,350.44,33.11,75.4,235.92,54,73,0,0,37.67,17,27,75,0,85.96,436,81.21,8,202,277.95,28.14,0,499,128.37,436,53,2,0,28.61,498.11,0,140,42,20.83,4070,645,0,119,68,57,92,102,10,114.31,397,348,0,3,145,46.99,247,260,62,210.2
Long term,Age 65 and over,Learning disability support,Community: home care,Gross SSMSS,204.22,0,0,0,0,0,22,0,1,0,0,7.13,0,0,3,0,0,3,96.73,0,0,0,6,111.4,0,0,51,0,0,0,141,0,0,0,2,0,0,0,62,0,0,0,138.63,0,0,0,0,2,0,1106,0,0,0,20.67,0,0,0,0,0,0,0,15,1.1,0,0,0,0,89,0,0,0,0,82,0,0,202,0,0,0,984,0,0,0.23,0,0,0,358,1.7,0,501,0,0,0,0,0,0,0,2,0,0,1.02,0,270.3,0,73,0,0,37.67,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,645,0,3,0,0,0,0,2,0,0,486,0,0,5.71,0.24,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: supported living,Gross total cost: own provision,0,0,25,0,0,0,0,0,0,0,0,0,69,0,0,0,624,22,26.7,35,0,0,0,0,0,0,0,0,1,596,32,0,37,528,0,236,0,0,0,0,0,0,0,0,0,2507.16,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24.68,18,0,0,279,0,122,0,0,0,0,1717,0,0,0.03,0,0,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.75,0,0,0,0,0,0,0,0,0,0,0,94.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,388,0,0,330,0,0,90,1096,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: supported living,Gross total cost: provision by others,574.72,0,5,2166.1,6,0,27,56,673,0,0,0,329,202,0,0,1565,3615,1103.27,539,0,1760,549,0,619,0,1824,921,748,681,178,4588,2094,1850,6,0,0,0,0,3277,94,683,1657.22,175.2,6,3614.37,783,0,0,18,2077,0,48.82,941.75,1307,1.9,700,60,2589,808,0,418,333.28,0,3548,1027,1842,533,1406,1126.8,0,3196.72,456,2197,3306.64,0,25.45,71,1807,517,516,295.64,57.08,0,833,0,0,612.53,13,801,0,452,0,20.51,29.3,456,181.38,0,0,400.9,26.6,0,0,1231,1075,0,0.8,1176.81,935,280,871,2807.98,196.21,148,0,0,7,0,631.36,0,0,153.45,534,0,1266,0,0,4185.98,1659,743,360,0,0,209,0,0,215,2515,732,5355,325,2696.54,1837,1023,0,84,439,603.28,1370,0,705,0
Long term,Age 65 and over,Learning disability support,Community: supported living,Gross total cost: grants to voluntary org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: supported living,Gross total cost: total expenditure,574.72,0,30,2166.1,6,0,27,56,673,0,0,0,398,202,0,0,2199,3637,1129.97,574,0,1760,549,0,619,0,1824,921,749,1277,210,4588,2131,2378,6,236,0,0,0,3277,94,683,1657.22,175.2,6,6121.53,783,402,0,18,2077,0,48.82,941.75,1307,1.9,700,60,2589,808,0,435,359.75,18,3548,1027,2121,533,1528,1126.8,0,3196.72,456,3914,3306.64,0,25.47,71,1807,534,516,295.64,57.08,0,849,0,0,612.53,13,801,0,452,0,20.51,29.3,456,181.38,0,0,400.9,114.35,0,0,1231,1075,0,0.8,1176.81,935,280,871,2807.98,290.52,148,0,0,7,0,631.36,0,0,153.45,534,0,1266,0,0,4185.98,1659,743,360,0,0,209,0,26,603,2515,732,5685,325,2696.54,1927,2119,0,84,439,603.28,1370,0,705,0
Long term,Age 65 and over,Learning disability support,Community: supported living,Income: client contributions,0,0,0,275.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.19,0,0,0,11,0,29,0,107,0,10,176,0,0,0,34,0,68,0,0,0,2,0,0,0,0,0,129.59,158,0,0,0,0,0,10.83,0,0,0,0,8,155,0,0,7,0,0,0,61,0,0,0,0,0,0,0,4,277.23,0,0,0,0,68,0,0,0,0,5,0,0,0,6,109,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,78,0,0,27,-0.22,0,0,0,23.61,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,12,150,13,0,0,32.24,0,129,0,0,0,77.2,0,0,0,0
Long term,Age 65 and over,Learning disability support,Community: supported living,Income: joint arrangements,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
